Date,Task,Processing Time (mins),Error Rate,Completion Rate,Manual Intervention
2023-02-08,Onboarding Documents,15,0.010187300582202002,0.9515352593232392,0.16876223902391266
2023-02-09,Application Review,19,0.0122847898766647,0.9401673422715583,0.10654367462245756
2023-02-09,Background Check,37,0.041782192848493035,0.968116944404987,0.23478220889650975
2023-02-09,Interview Scheduling,35,0.06538734215314732,0.961285271244368,0.2107811360562868
2023-02-09,Offer Letter Creation,16,0.039759727627294815,0.9581193665097405,0.17952694468049618
2023-02-09,Onboarding Documents,39,0.028594273014844816,0.9299565399810574,0.06192760790276941
2023-02-10,Application Review,35,0.03153282688299628,0.9724270405448736,0.16384140986381848
2023-02-10,Background Check,19,0.04074074140716162,0.9528088579193313,0.11081823810895336
2023-02-10,Interview Scheduling,22,0.07598733685208285,0.9550330523982548,0.14875904386901687
2023-02-10,Offer Letter Creation,12,0.05186256634287726,0.9822596022504717,0.19690678465712308
2023-02-10,Onboarding Documents,29,0.027525753168840275,0.926392882064169,0.24238222043856733
2023-02-11,Application Review,36,0.07023618109720899,0.9610986052196848,0.05414909124310674
2023-02-11,Background Check,34,0.05705971090122675,0.9388657718176938,0.05804633462892324
2023-02-11,Interview Scheduling,34,0.022263350955658085,0.9563274688691323,0.13844588088404058
2023-02-11,Offer Letter Creation,18,0.022704240305618816,0.9609730737694498,0.1769569438908174
2023-02-11,Onboarding Documents,25,0.07783386652459925,0.9529007276472247,0.13166961868600308
2023-02-12,Application Review,20,0.05690934566648299,0.9800413166080246,0.11596073271579309
2023-02-12,Background Check,32,0.044682831467503646,0.9663808475894,0.1300904509627313
2023-02-12,Interview Scheduling,34,0.04850676262802481,0.951837813602121,0.11290343143403359
2023-02-12,Offer Letter Creation,20,0.01811451210016705,0.9740783548227866,0.22298211681037583
2023-02-12,Onboarding Documents,36,0.0791683450347228,0.9660362270538191,0.158518718871439
2023-02-13,Application Review,23,0.013794285976371003,0.956290757472251,0.17452677452034226
2023-02-13,Background Check,25,0.053778611950150636,0.9731993375242712,0.09071164767005478
2023-02-13,Interview Scheduling,27,0.01917092602653126,0.940162040149183,0.2261693234715611
2023-02-13,Offer Letter Creation,25,0.018499825835383392,0.9881202771075186,0.17177433341639298
2023-02-13,Onboarding Documents,17,0.05968479775701815,0.9417525096875334,0.05273489289321214
2023-02-14,Application Review,23,0.01652464408970658,0.9894579997576654,0.2325859756968336
2023-02-14,Background Check,24,0.07629425196515494,0.9653396782148631,0.08079422488566562
2023-02-14,Interview Scheduling,39,0.060162232819425385,0.9556210410548658,0.10468497934265485
2023-02-14,Offer Letter Creation,36,0.043774970387049944,0.9530553847332386,0.14135729454646273
2023-02-14,Onboarding Documents,14,0.0368510209273005,0.9845307704952093,0.1516481783185788
2023-02-15,Application Review,38,0.01955558412136052,0.9248867055724361,0.204535026535401
2023-02-15,Background Check,37,0.039045969648594164,0.9853973875577764,0.1515475351619313
2023-02-15,Interview Scheduling,36,0.010179568155100405,0.9708235687829473,0.2174951845212843
2023-02-15,Offer Letter Creation,28,0.07992316332605372,0.954274824265899,0.07971908367655783
2023-02-15,Onboarding Documents,27,0.043903896988620426,0.9432707968997525,0.20257453552399585
2023-02-16,Application Review,22,0.04187412318065508,0.9425244145160326,0.0877304747414211
2023-02-16,Background Check,32,0.026716388091637455,0.9468079594250722,0.22120259519747565
2023-02-16,Interview Scheduling,23,0.013055310936811134,0.9721293606095637,0.1910455762050005
2023-02-16,Offer Letter Creation,35,0.03668618028629953,0.9891889801357554,0.20847873213998608
2023-02-16,Onboarding Documents,30,0.07865726970618496,0.9546730054731497,0.05740392226911524
2023-02-17,Application Review,26,0.07757475131237976,0.9432396292751954,0.07007292043297048
2023-02-17,Background Check,37,0.0408214346839474,0.9568165760765293,0.14138561489484847
2023-02-17,Interview Scheduling,33,0.020090879117686325,0.9809653079944454,0.24399135880822126
2023-02-17,Offer Letter Creation,12,0.04286434206893124,0.9878442541401952,0.11771224681028634
2023-02-17,Onboarding Documents,32,0.03782383267200414,0.9256220724405615,0.11571311779669124
2023-02-18,Application Review,31,0.07015395289177867,0.9466006578265859,0.11333223078667994
2023-02-18,Background Check,32,0.07212070780365264,0.9541563239773125,0.15820320253953202
2023-02-18,Interview Scheduling,29,0.014789452302708603,0.9641812711798249,0.23418581975605934
2023-02-18,Offer Letter Creation,17,0.062273645671654894,0.9503780030346188,0.0696886252766396
2023-02-18,Onboarding Documents,30,0.05927235805303266,0.9270355068225973,0.08327295734584503
2023-02-19,Application Review,19,0.07323968434353402,0.9232193678074049,0.20922869303244235
2023-02-19,Background Check,19,0.035092433961025446,0.950148075149878,0.09883948643679369
2023-02-19,Interview Scheduling,23,0.04961496433411558,0.9754763631716667,0.08399672981361947
2023-02-19,Offer Letter Creation,12,0.05266442508219758,0.9467781009031812,0.18662691599254277
2023-02-19,Onboarding Documents,25,0.07389803112164883,0.9300182404089957,0.1422299826709995
2023-02-20,Application Review,18,0.04216993494237117,0.9666788502086536,0.22978170634006423
2023-02-20,Background Check,24,0.07308465965192182,0.9674327619989356,0.0815951244143574
2023-02-20,Interview Scheduling,24,0.07616649444542523,0.989135618665293,0.10983084982475444
2023-02-20,Offer Letter Creation,40,0.03970162569226284,0.9375068757085391,0.21906078502851972
2023-02-20,Onboarding Documents,16,0.07995614958501254,0.979733482106213,0.07133065348447219
2023-02-21,Application Review,22,0.05003458846455173,0.9602368351125051,0.24853840872537952
2023-02-21,Background Check,19,0.011535771850169551,0.9781026293044991,0.12916114818227348
2023-02-21,Interview Scheduling,10,0.04961503118689893,0.9680059644913809,0.19893376823306502
2023-02-21,Offer Letter Creation,11,0.07374318676030973,0.9721620507893779,0.21656777993463766
2023-02-21,Onboarding Documents,38,0.03003359060214361,0.975920208365532,0.1714129996328532
2023-02-22,Application Review,21,0.025330317724967383,0.9333092392493962,0.10012536000872321
2023-02-22,Background Check,34,0.060464986366949636,0.9661427078221727,0.21766742339250333
2023-02-22,Interview Scheduling,30,0.016801475087093256,0.9639220675471711,0.05788451479216348
2023-02-22,Offer Letter Creation,35,0.040857623311396814,0.9605701663757882,0.1964719535878477
2023-02-22,Onboarding Documents,12,0.07367394686235287,0.9428703387999807,0.1331006186837555
2023-02-23,Application Review,16,0.01925118584227485,0.9577585431289095,0.244297916242268
2023-02-23,Background Check,26,0.045125633358538815,0.9390769145498655,0.0829088840737493
2023-02-23,Interview Scheduling,39,0.06772828687796852,0.9537293480911619,0.21129769875875332
2023-02-23,Offer Letter Creation,33,0.07092778715275279,0.9762962777023158,0.14366627777053909
2023-02-23,Onboarding Documents,12,0.019852991050411786,0.9876550146623926,0.22202811937976435
2023-02-24,Application Review,33,0.05720843612101642,0.947818804664231,0.21914889634339157
2023-02-24,Background Check,27,0.03560425345838965,0.9753477378012256,0.05278373102018024
2023-02-24,Interview Scheduling,27,0.018651211573444466,0.9458009961031227,0.19980232070735215
2023-02-24,Offer Letter Creation,18,0.050919206415651626,0.9775692110858742,0.23805837835591087
2023-02-24,Onboarding Documents,13,0.05723855887627254,0.9530033807587007,0.17390937340890592
2023-02-25,Application Review,40,0.04929851675749153,0.9840679136120212,0.09427344001479801
2023-02-25,Background Check,12,0.054478274566455744,0.9524987275425877,0.1902154330941888
2023-02-25,Interview Scheduling,30,0.03858070990567889,0.9297843908755055,0.23925230657638924
2023-02-25,Offer Letter Creation,19,0.07971491623285207,0.9281284336507577,0.09696000648626582
2023-02-25,Onboarding Documents,27,0.019496483409443557,0.9517550629822225,0.18409724377003428
2023-02-26,Application Review,33,0.05875387941463431,0.957813474680028,0.1674680691097215
2023-02-26,Background Check,33,0.02081660316868845,0.9490419169205765,0.0698043269421057
2023-02-26,Interview Scheduling,25,0.05309565498358095,0.9857337145999558,0.10594802801715773
2023-02-26,Offer Letter Creation,32,0.03593709711141048,0.9510368160242492,0.24011103397028538
2023-02-26,Onboarding Documents,37,0.03538802271302657,0.9886649402826847,0.12346699169943609
2023-02-27,Application Review,38,0.07844897706164328,0.9451071688848622,0.12962792854887462
2023-02-27,Background Check,16,0.07777448131554708,0.9864307551783497,0.21483821638631428
2023-02-27,Interview Scheduling,12,0.05639381166433847,0.9649193127063252,0.16942919190390904
2023-02-27,Offer Letter Creation,10,0.01354049574640111,0.9433456409502762,0.24776418078828438
2023-02-27,Onboarding Documents,35,0.04952045831355744,0.9248027106977049,0.2030314751777169
2023-02-28,Application Review,16,0.05104681585070934,0.9769137086784742,0.09659973580920629
2023-02-28,Background Check,34,0.020328792595901063,0.9830371724942231,0.050567110296003276
2023-02-28,Interview Scheduling,37,0.07888196922934172,0.989126911305632,0.15804309137263028
2023-02-28,Offer Letter Creation,35,0.022214798463097544,0.9662740349818122,0.05515602995723967
2023-02-28,Onboarding Documents,10,0.0350769595451573,0.9751902074117602,0.16777058441008846
2023-03-01,Application Review,10,0.022197234098432404,0.9236679312502823,0.1983436113908299
2023-03-01,Background Check,26,0.017955451475058264,0.9244490626702996,0.13965504285397684
2023-03-01,Interview Scheduling,21,0.04592665703264342,0.9276337807002693,0.15076773795716428
2023-03-01,Offer Letter Creation,40,0.053057478539910566,0.9709070098014615,0.23175033758130803
2023-03-01,Onboarding Documents,31,0.046501585029915894,0.9520629765468378,0.24280523662440573
2023-03-02,Application Review,11,0.07990107285625289,0.979310898021707,0.13525472385599835
2023-03-02,Background Check,13,0.044318819790095776,0.9836790580380661,0.0646981431532901
2023-03-02,Interview Scheduling,12,0.03254782738224283,0.9303833677962255,0.07523831766101122
2023-03-02,Offer Letter Creation,29,0.05431537070107109,0.9583849503833852,0.11503708866373359
2023-03-02,Onboarding Documents,29,0.04713897862019272,0.951760079230283,0.17108535830706256
2023-03-03,Application Review,13,0.06551672651711522,0.9280089850701057,0.18094259150462844
2023-03-03,Background Check,38,0.06382739110733171,0.970458794166032,0.09300461326549939
2023-03-03,Interview Scheduling,24,0.07216637153919452,0.948966949982384,0.21548384495600897
2023-03-03,Offer Letter Creation,22,0.03911927551830467,0.9266560087492942,0.13535280125219162
2023-03-03,Onboarding Documents,31,0.02784228575379455,0.9867514762333387,0.18736420709339535
2023-03-04,Application Review,25,0.014699331569565342,0.9782240321932398,0.06864602034073548
2023-03-04,Background Check,13,0.062121227843431534,0.9460852801563133,0.07602309071476868
2023-03-04,Interview Scheduling,11,0.05105255579176339,0.9593110489794451,0.11592919628324101
2023-03-04,Offer Letter Creation,13,0.03875660430455108,0.9811525160564023,0.23822597377044596
2023-03-04,Onboarding Documents,23,0.07076645042083456,0.9704742475122304,0.2436797250622949
2023-03-05,Application Review,29,0.031871422936135776,0.9272520396147244,0.1514825093936008
2023-03-05,Background Check,14,0.05597154120917065,0.9356971408375296,0.07164367638545333
2023-03-05,Interview Scheduling,37,0.04893858332730289,0.9280419719471216,0.10571364249899984
2023-03-05,Offer Letter Creation,17,0.06650549598066412,0.9791608612929851,0.24490932042514163
2023-03-05,Onboarding Documents,36,0.05352066638283528,0.9672483697905313,0.16134795103408966
